Date,Open,High,Low,Close,Adj Close,Volume
2016-08-08,1231.319946,1235.780029,1220.750000,1229.819946,1229.819946,163406200
2016-08-15,1230.530029,1243.829956,1221.719971,1236.770020,1236.770020,160492100
2016-08-22,1236.599976,1251.329956,1231.270020,1238.030029,1238.030029,152789700
2016-08-29,1238.319946,1251.829956,1228.780029,1251.829956,1251.829956,159112100
2016-09-05,1252.449951,1261.119995,1219.199951,1219.209961,1219.209961,147288700
2016-09-12,1218.630005,1235.869995,1206.069946,1224.780029,1224.780029,202043300
2016-09-19,1225.640015,1263.459961,1225.640015,1254.619995,1254.619995,168858400
2016-09-26,1253.949951,1255.939941,1236.859985,1251.650024,1251.650024,189679600
2016-10-03,1251.280029,1254.089966,1231.349976,1236.560059,1236.560059,178764300
2016-10-10,1239.209961,1253.810059,1209.319946,1212.410034,1212.410034,161405200
2016-10-17,1212.420044,1226.349976,1208.989990,1218.099976,1218.099976,161490800
2016-10-24,1219.729980,1231.930054,1185.479980,1187.609985,1187.609985,191082000
2016-10-31,1187.869995,1194.479980,1156.079956,1163.439941,1163.439941,204277400
2016-11-07,1164.569946,1282.819946,1164.569946,1282.380005,1282.380005,253568300
2016-11-14,1283.030029,1316.219971,1283.030029,1315.640015,1315.640015,211232100
2016-11-21,1317.410034,1347.199951,1313.670044,1347.199951,1347.199951,125681900
2016-11-28,1346.880005,1346.880005,1308.849976,1314.250000,1314.250000,215894300
2016-12-05,1314.979980,1392.709961,1314.979980,1388.069946,1388.069946,203374300
2016-12-12,1387.780029,1388.530029,1354.069946,1364.189941,1364.189941,223876100
2016-12-19,1364.780029,1385.060059,1360.250000,1371.510010,1371.510010,142962500
2016-12-26,1371.589966,1381.979980,1353.920044,1357.130005,1357.130005,93867100
2017-01-02,1357.989990,1388.599976,1355.390015,1367.280029,1367.280029,146371300
2017-01-09,1367.130005,1376.170044,1346.810059,1372.050049,1372.050049,170202100
2017-01-16,1371.510010,1371.510010,1342.140015,1351.849976,1351.849976,135911800
2017-01-23,1351.410034,1384.130005,1341.459961,1370.699951,1370.699951,175559400
2017-01-30,1369.489990,1377.930054,1342.660034,1377.839966,1377.839966,190010100
2017-02-06,1377.329956,1391.180054,1349.430054,1388.839966,1388.839966,173204400
2017-02-13,1390.410034,1405.209961,1386.349976,1399.859985,1399.859985,178316600
2017-02-20,1400.660034,1410.400024,1382.209961,1394.520020,1394.520020,148952800
2017-02-27,1394.530029,1414.819946,1386.530029,1394.130005,1394.130005,195145100
2017-03-06,1392.339966,1392.339966,1356.689941,1365.260010,1365.260010,177124800
2017-03-13,1365.160034,1393.180054,1353.469971,1391.520020,1391.520020,187570700
2017-03-20,1391.459961,1391.479980,1335.219971,1354.640015,1354.640015,171289800
2017-03-27,1352.699951,1389.949951,1335.040039,1385.920044,1385.920044,162274800
2017-04-03,1386.430054,1388.739990,1349.339966,1364.560059,1364.560059,166482300
2017-04-10,1364.760010,1377.229980,1345.239990,1345.239990,1345.239990,122436700
2017-04-17,1345.359985,1384.579956,1345.359985,1379.849976,1379.849976,167652300
2017-04-24,1380.530029,1425.699951,1380.530029,1400.430054,1400.430054,196085400
2017-05-01,1401.010010,1411.040039,1380.489990,1397.000000,1397.000000,188095900
2017-05-08,1396.400024,1400.810059,1379.150024,1382.770020,1382.770020,177596100
2017-05-15,1383.270020,1398.989990,1351.010010,1367.329956,1367.329956,192019700
2017-05-22,1367.880005,1391.420044,1367.880005,1382.239990,1382.239990,161167300
2017-05-29,1381.170044,1414.959961,1354.849976,1405.390015,1405.390015,150380900
2017-06-05,1405.140015,1433.790039,1386.699951,1421.709961,1421.709961,175989400
2017-06-12,1421.099976,1427.550049,1399.260010,1406.729980,1406.729980,194966100
2017-06-19,1407.069946,1420.189941,1396.869995,1414.780029,1414.780029,190225700
2017-06-26,1415.119995,1428.030029,1403.020020,1415.359985,1415.359985,175655500
2017-07-03,1416.469971,1429.369995,1398.829956,1415.839966,1415.839966,115352600
2017-07-10,1415.280029,1432.969971,1402.630005,1428.819946,1428.819946,150818100
2017-07-17,1428.780029,1452.050049,1422.489990,1435.839966,1435.839966,150574100
2017-07-24,1435.819946,1452.089966,1425.800049,1429.260010,1429.260010,178656100
2017-07-31,1429.459961,1432.459961,1402.390015,1412.319946,1412.319946,172888100
2017-08-07,1412.400024,1426.290039,1368.329956,1374.229980,1374.229980,163654800
2017-08-14,1375.130005,1395.880005,1349.349976,1357.790039,1357.790039,152476000
2017-08-21,1357.739990,1380.599976,1351.199951,1377.449951,1377.449951,137863000
2017-08-28,1377.760010,1413.869995,1371.800049,1413.569946,1413.569946,141077800
2017-09-04,1413.300049,1414.550049,1393.880005,1399.430054,1399.430054,135210900
2017-09-11,1400.560059,1431.989990,1400.560059,1431.709961,1431.709961,181583600
2017-09-18,1431.750000,1451.510010,1431.750000,1450.780029,1450.780029,157702300
2017-09-25,1450.630005,1493.560059,1445.020020,1490.859985,1490.859985,161775700
2017-10-02,1491.050049,1514.939941,1491.050049,1510.219971,1510.219971,152153900
2017-10-09,1510.410034,1513.300049,1501.140015,1502.660034,1502.660034,147215100
2017-10-16,1502.969971,1512.750000,1491.380005,1509.250000,1509.250000,151788600
2017-10-23,1509.670044,1511.479980,1482.530029,1508.319946,1508.319946,182697100
2017-10-30,1507.479980,1512.400024,1484.819946,1494.910034,1494.910034,189152600
2017-11-06,1495.030029,1501.489990,1463.489990,1475.270020,1475.270020,185666100
2017-11-13,1474.439941,1496.859985,1454.170044,1492.819946,1492.819946,172164500
2017-11-20,1492.930054,1524.180054,1492.930054,1519.160034,1519.160034,104489900
2017-11-27,1519.170044,1551.689941,1498.780029,1537.020020,1537.020020,194543700
2017-12-04,1539.270020,1559.609985,1508.130005,1521.719971,1521.719971,171897400
2017-12-11,1522.099976,1538.060059,1504.890015,1530.420044,1530.420044,193439500
2017-12-18,1530.810059,1552.319946,1530.810059,1542.930054,1542.930054,160075000
2017-12-25,1542.739990,1551.939941,1535.510010,1535.510010,1535.510010,87676800
2018-01-01,1536.119995,1560.839966,1536.119995,1560.010010,1560.010010,138277900
2018-01-08,1559.800049,1598.180054,1548.229980,1591.969971,1591.969971,174877700
2018-01-15,1592.910034,1604.020020,1570.750000,1597.630005,1597.630005,153949200
2018-01-22,1598.140015,1615.520020,1594.420044,1608.060059,1608.060059,182638800
2018-01-29,1607.810059,1607.949951,1547.060059,1547.270020,1547.270020,200653400
2018-02-05,1544.939941,1547.030029,1436.430054,1477.839966,1477.839966,267872000
2018-02-12,1479.109985,1551.510010,1466.880005,1543.550049,1543.550049,188547700
2018-02-19,1542.380005,1555.280029,1527.560059,1549.189941,1549.189941,142974700
2018-02-26,1550.089966,1564.630005,1494.000000,1533.170044,1533.170044,197868100
2018-03-05,1531.989990,1597.300049,1525.079956,1597.140015,1597.140015,170511900
2018-03-12,1597.290039,1609.050049,1572.160034,1586.050049,1586.050049,187507000
2018-03-19,1585.829956,1587.739990,1510.079956,1510.079956,1510.079956,175135500
2018-03-26,1513.540039,1547.709961,1505.640015,1529.430054,1529.430054,146479400
2018-04-02,1529.140015,1545.280029,1482.900024,1513.300049,1513.300049,168073400
2018-04-09,1513.900024,1563.750000,1513.900024,1549.510010,1549.510010,156098800
2018-04-16,1550.560059,1592.040039,1550.510010,1564.119995,1564.119995,163754300
2018-04-23,1564.420044,1574.479980,1539.949951,1556.239990,1556.239990,171084100
2018-04-30,1556.670044,1572.770020,1527.709961,1565.599976,1565.599976,184838400
2018-05-07,1565.719971,1609.449951,1565.719971,1606.790039,1606.790039,170607800
2018-05-14,1607.390015,1630.329956,1592.099976,1626.630005,1626.630005,163101000
2018-05-21,1627.770020,1639.890015,1616.589966,1626.930054,1626.930054,159537800
2018-05-28,1625.569946,1651.109985,1611.319946,1647.979980,1647.979980,152174400
2018-06-04,1649.199951,1679.989990,1641.219971,1672.489990,1672.489990,173804800
2018-06-11,1672.500000,1686.369995,1671.260010,1683.910034,1683.910034,193682500
2018-06-18,1683.510010,1708.099976,1672.660034,1685.579956,1685.579956,190268300
2018-06-25,1684.760010,1684.760010,1630.060059,1643.069946,1643.069946,179800200
2018-07-02,1641.729980,1695.180054,1631.060059,1694.050049,1694.050049,104933200
2018-07-09,1694.660034,1708.560059,1679.260010,1687.079956,1687.079956,145143200
2018-07-16,1687.060059,1703.430054,1672.420044,1696.810059,1696.810059,154496500
2018-07-23,1696.420044,1706.829956,1660.430054,1663.339966,1663.339966,169470100
2018-07-30,1663.390015,1687.300049,1652.729980,1673.369995,1673.369995,171326300
2018-08-06,1673.250000,1696.750000,1671.989990,1686.800049,1686.800049,153126000
2018-08-13,1686.810059,1694.959961,1663.530029,1692.949951,1692.949951,160244700
2018-08-20,1693.790039,1726.969971,1690.180054,1725.670044,1725.670044,138948200
2018-08-27,1727.329956,1742.089966,1722.359985,1740.750000,1740.750000,140115700
2018-09-03,1740.800049,1740.800049,1706.640015,1713.180054,1713.180054,124041700
2018-09-10,1714.890015,1726.000000,1704.069946,1721.719971,1721.719971,153007200
2018-09-17,1721.660034,1724.380005,1700.510010,1712.319946,1712.319946,182477300
2018-09-24,1711.670044,1712.079956,1686.989990,1696.569946,1696.569946,165394600
2018-10-01,1697.829956,1703.810059,1618.140015,1632.109985,1632.109985,171906200
2018-10-08,1631.199951,1635.989990,1530.979980,1546.680054,1546.680054,202087400
2018-10-15,1546.680054,1598.010010,1537.550049,1542.040039,1542.040039,172331200
2018-10-22,1542.420044,1551.359985,1459.160034,1483.819946,1483.819946,218029500
2018-10-29,1485.199951,1557.180054,1461.650024,1547.979980,1547.979980,238388500
2018-11-05,1548.339966,1586.170044,1534.760010,1549.489990,1549.489990,186985100
2018-11-12,1549.010010,1549.010010,1491.660034,1527.530029,1527.530029,203190600
2018-11-19,1527.329956,1527.329956,1465.250000,1488.680054,1488.680054,130160000
2018-11-26,1489.099976,1535.130005,1486.339966,1533.270020,1533.270020,191001900
2018-12-03,1536.329956,1553.339966,1440.849976,1448.089966,1448.089966,180080600
2018-12-10,1448.010010,1471.959961,1407.109985,1410.810059,1410.810059,199755300
2018-12-17,1410.770020,1417.099976,1289.489990,1292.089966,1292.089966,274099600
2018-12-24,1290.540039,1356.229980,1266.920044,1337.920044,1337.920044,146361500
2018-12-31,1338.520020,1383.160034,1325.180054,1380.750000,1380.750000,152123000
2019-01-07,1380.839966,1448.280029,1380.839966,1447.380005,1447.380005,193772100
2019-01-14,1446.500000,1487.209961,1431.310059,1482.500000,1482.500000,188595500
2019-01-21,1479.819946,1484.599976,1444.969971,1482.849976,1482.849976,144809700
2019-01-28,1480.280029,1504.510010,1464.770020,1502.050049,1502.050049,196517400
2019-02-04,1501.969971,1524.209961,1494.369995,1506.390015,1506.390015,181147800
2019-02-11,1506.819946,1570.160034,1505.670044,1569.250000,1569.250000,183385800
2019-02-18,1568.540039,1590.099976,1564.849976,1590.060059,1590.060059,143566800
2019-02-25,1591.619995,1602.099976,1570.599976,1589.640015,1589.640015,195864000
2019-03-04,1590.150024,1594.239990,1510.650024,1521.880005,1521.880005,186200900
2019-03-11,1522.800049,1563.589966,1522.800049,1553.540039,1553.540039,203389300
2019-03-18,1553.660034,1570.890015,1505.880005,1505.920044,1505.920044,187276100
2019-03-25,1505.869995,1535.869995,1494.989990,1522.229980,1522.229980,100155600
